No,Time,Source,Destination,Protocol,Length,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3,AdditionalInfo4,AdditionalInfo5,AdditionalInfo6,AdditionalInfo7,AdditionalInfo8,AdditionalInfo9,AdditionalInfo10,AdditionalInfo11,AdditionalInfo12,AdditionalInfo13,AdditionalInfo14,AdditionalInfo15,AdditionalInfo16,AdditionalInfo17,AdditionalInfo18,AdditionalInfo19,AdditionalInfo20,AdditionalInfo21,AdditionalInfo22,AdditionalInfo23,AdditionalInfo24,AdditionalInfo25,AdditionalInfo26,AdditionalInfo27,AdditionalInfo28,AdditionalInfo29,AdditionalInfo30
147,1202.816709,221.143.42.254,24.6.125.19,Mes,400,NetrSendMessage request,"Frame 147: 400 bytes on wire (3200 bits), 400 bytes captured (3200 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 221.143.42.254 (221.143.42.254), Dst: 24.6.125.19 (24.6.125.19)","User Datagram Protocol, Src Port: 43217 (43217), Dst Port: 1026 (1026)","Distributed Computing Environment / Remote Procedure Call (DCE/RPC) Request, Seq: 0, Serial: 0, Frag: 0, FragLen: 278","Microsoft Messenger Service, NetrSendMessage",,,,,,,,,,,,,,,,,,,,,,,
148,1202.816878,24.6.125.19,221.143.42.254,ICM,70,Destination unreachable (Port unreachable),"Frame 148: 70 bytes on wire (560 bits), 70 bytes captured (560 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 221.143.42.254 (221.143.42.254)",Internet Control Message Protocol,,,,,,,,,,,,,,,,,,,,,,,,,
149,1491.131918,24.6.125.19,216.49.88.118,TCP,62,1038→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 149: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1038 (1038), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
150,1491.204511,216.49.88.118,24.6.125.19,TCP,60,"80→1038 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 150: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1038 (1038), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
151,1491.204656,24.6.125.19,216.49.88.118,TCP,60,1038→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 151: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1038 (1038), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
152,1491.204805,24.6.125.19,216.49.88.118,TCP,60,"1038→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 152: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1038 (1038), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
153,1491.287060,216.49.88.118,24.6.125.19,TCP,60,"80→1038 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 153: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1038 (1038), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
154,1491.287229,24.6.125.19,216.49.88.118,TCP,60,1038→80 [ACK] Seq=2 Ack=2 Win=17520 Len=0,"Frame 154: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1038 (1038), Dst Port: 80 (80), Seq: 2, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
155,1493.085843,24.6.125.19,216.49.88.118,TCP,62,1039→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 155: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1039 (1039), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
156,1493.158760,216.49.88.118,24.6.125.19,TCP,60,"80→1039 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 156: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1039 (1039), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
157,1493.158921,24.6.125.19,216.49.88.118,TCP,60,1039→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 157: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1039 (1039), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
158,1493.159104,24.6.125.19,216.49.88.118,TCP,60,"1039→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 158: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1039 (1039), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
159,1493.237890,216.49.88.118,24.6.125.19,TCP,60,"80→1039 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 159: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1039 (1039), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
160,1493.238064,24.6.125.19,216.49.88.118,TCP,60,1039→80 [ACK] Seq=2 Ack=2 Win=17520 Len=0,"Frame 160: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1039 (1039), Dst Port: 80 (80), Seq: 2, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
161,1494.522923,24.6.125.19,216.49.88.118,TCP,62,1040→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 161: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1040 (1040), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
162,1494.608453,216.49.88.118,24.6.125.19,TCP,60,"80→1040 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 162: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1040 (1040), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
163,1494.608612,24.6.125.19,216.49.88.118,TCP,60,1040→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 163: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1040 (1040), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
164,1494.608742,24.6.125.19,216.49.88.118,TCP,60,"1040→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 164: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1040 (1040), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
165,1494.729137,24.6.125.19,216.49.88.118,TCP,62,1041→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 165: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1041 (1041), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
166,1494.757023,216.49.88.118,24.6.125.19,TCP,60,"80→1040 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 166: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1040 (1040), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
167,1494.757185,24.6.125.19,216.49.88.118,TCP,60,1040→80 [ACK] Seq=2 Ack=2 Win=17520 Len=0,"Frame 167: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1040 (1040), Dst Port: 80 (80), Seq: 2, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
168,1494.804888,216.49.88.118,24.6.125.19,TCP,60,"80→1041 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 168: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1041 (1041), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
169,1494.805034,24.6.125.19,216.49.88.118,TCP,60,1041→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 169: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1041 (1041), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
170,1494.805411,24.6.125.19,216.49.88.118,HTT,243,GET /apps/Agent/en-us/Agent5/chknews.asp?affid=&OS=4&Version=5.0&INS=200206121212&MYS=200406151000&OEM=&sic=200209271218 HTTP/1.1,"Frame 170: 243 bytes on wire (1944 bits), 243 bytes captured (1944 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1041 (1041), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 189",Hypertext Transfer Protocol,,,,,,,,,,,,,,,,,,,,,,,,
171,1494.883194,216.49.88.118,24.6.125.19,TCP,60,80→1041 [ACK] Seq=1 Ack=190 Win=8192 Len=0,"Frame 171: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1041 (1041), Seq: 1, Ack: 190, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
172,1494.887682,216.49.88.118,24.6.125.19,HTT,306,HTTP/1.1 200 OK  (text/html),"Frame 172: 306 bytes on wire (2448 bits), 306 bytes captured (2448 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1041 (1041), Seq: 1, Ack: 190, Len: 252",Hypertext Transfer Protocol,Line-based text data: text/html,,,,,,,,,,,,,,,,,,,,,,,
173,1495.085657,24.6.125.19,216.49.88.118,TCP,60,1041→80 [ACK] Seq=190 Ack=253 Win=17268 Len=0,"Frame 173: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1041 (1041), Dst Port: 80 (80), Seq: 190, Ack: 253, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
174,1495.660609,24.6.125.19,216.49.88.118,TCP,62,1043→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 174: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1043 (1043), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
175,1495.742847,216.49.88.118,24.6.125.19,TCP,60,"80→1043 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 175: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1043 (1043), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
176,1495.743020,24.6.125.19,216.49.88.118,TCP,60,1043→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 176: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1043 (1043), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
177,1495.743154,24.6.125.19,216.49.88.118,TCP,60,"1043→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 177: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1043 (1043), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
178,1495.747306,24.6.125.19,216.49.88.118,HTT,262,GET /apps/Agent/en-us/Agent5/chkalert.asp?affid=&OS=4&Version=5.0&EventID=2004615736 HTTP/1.1,"Frame 178: 262 bytes on wire (2096 bits), 262 bytes captured (2096 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1041 (1041), Dst Port: 80 (80), Seq: 190, Ack: 253, Len: 208",Hypertext Transfer Protocol,,,,,,,,,,,,,,,,,,,,,,,,
179,1495.820443,216.49.88.118,24.6.125.19,TCP,60,"80→1043 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 179: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1043 (1043), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
180,1495.820635,24.6.125.19,216.49.88.118,TCP,60,1043→80 [ACK] Seq=2 Ack=2 Win=17520 Len=0,"Frame 180: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1043 (1043), Dst Port: 80 (80), Seq: 2, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
181,1495.832030,216.49.88.118,24.6.125.19,HTT,380,HTTP/1.1 200 OK  (text/html),"Frame 181: 380 bytes on wire (3040 bits), 380 bytes captured (3040 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1041 (1041), Seq: 253, Ack: 398, Len: 326",Hypertext Transfer Protocol,Line-based text data: text/html,,,,,,,,,,,,,,,,,,,,,,,
182,1495.986962,24.6.125.19,216.49.88.118,TCP,60,1041→80 [ACK] Seq=398 Ack=579 Win=16942 Len=0,"Frame 182: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1041 (1041), Dst Port: 80 (80), Seq: 398, Ack: 579, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
183,1497.749694,24.6.125.19,216.49.88.118,TCP,62,1044→80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1,"Frame 183: 62 bytes on wire (496 bits), 62 bytes captured (496 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1044 (1044), Dst Port: 80 (80), Seq: 0, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
184,1497.822635,216.49.88.118,24.6.125.19,TCP,60,"80→1044 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","Frame 184: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1044 (1044), Seq: 0, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
185,1497.822752,24.6.125.19,216.49.88.118,TCP,60,1044→80 [ACK] Seq=1 Ack=1 Win=17520 Len=0,"Frame 185: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1044 (1044), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
186,1497.822865,24.6.125.19,216.49.88.118,TCP,60,"1044→80 [FIN, ACK] Seq=1 Ack=1 Win=17520 Len=0","Frame 186: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1044 (1044), Dst Port: 80 (80), Seq: 1, Ack: 1, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
187,1497.890626,24.6.125.19,216.49.88.118,TCP,316,[TCP segment of a reassembled PDU],"Frame 187: 316 bytes on wire (2528 bits), 316 bytes captured (2528 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1041 (1041), Dst Port: 80 (80), Seq: 398, Ack: 579, Len: 262",,,,,,,,,,,,,,,,,,,,,,,,,
188,1497.891464,24.6.125.19,216.49.88.118,HTT,1018,POST /apps/vso/en-us/vso9/chkupd.asp?affid= HTTP/1.1  (application/x-www-form-urlencoded),"Frame 188: 1018 bytes on wire (8144 bits), 1018 bytes captured (8144 bits)","Ethernet II, Src: Intel_b7:f2:f5 (00:03:47:b7:f2:f5), Dst: Cadant_22:89:c2 (00:01:5c:22:89:c2)","Internet Protocol Version 4, Src: 24.6.125.19 (24.6.125.19), Dst: 216.49.88.118 (216.49.88.118)","Transmission Control Protocol, Src Port: 1041 (1041), Dst Port: 80 (80), Seq: 660, Ack: 579, Len: 964","[2 Reassembled TCP Segments (1226 bytes): #187(262), #188(964)]",Hypertext Transfer Protocol,HTML Form URL Encoded: application/x-www-form-urlencoded,,,,,,,,,,,,,,,,,,,,,,
189,1497.900946,216.49.88.118,24.6.125.19,TCP,60,"80→1044 [FIN, ACK] Seq=1 Ack=2 Win=8192 Len=0","Frame 189: 60 bytes on wire (480 bits), 60 bytes captured (480 bits)","Ethernet II, Src: Cadant_22:89:c2 (00:01:5c:22:89:c2), Dst: Intel_b7:f2:f5 (00:03:47:b7:f2:f5)","Internet Protocol Version 4, Src: 216.49.88.118 (216.49.88.118), Dst: 24.6.125.19 (24.6.125.19)","Transmission Control Protocol, Src Port: 80 (80), Dst Port: 1044 (1044), Seq: 1, Ack: 2, Len: 0",,,,,,,,,,,,,,,,,,,,,,,,,
